home,home_abb,home_seed,home_score,away,away_abb,away_seed,away_score,location,innings,date,year,home_conf,away_conf
Stanford,STAN,NA,8,Santa Clara,SCU,NA,2,NA,9,2017-04-25,2017,Pac-12,WCC
CSUN,CSUN,NA,10,NA,NA,NA,18,NA,9,2017-04-25,2017,Big West,NA
UTSA,UTSA,NA,10,Houston Baptist,HBU,NA,2,NA,9,2017-04-25,2017,C-USA,Southland
Cal Poly,CP,NA,3,Fresno St.,FRES,NA,6,NA,9,2017-04-25,2017,Big West,MWC
TCU,TCU,NA,2,SFA,SFA,NA,6,NA,9,2017-04-25,2017,Big 12,Southland
Lamar University,LAM,NA,3,Texas Southern,TSU,NA,2,NA,9,2017-04-25,2017,Southland,SWAC
San Francisco,SF,NA,7,California,CAL,NA,2,NA,9,2017-04-25,2017,WCC,Pac-12
North Carolina,UNC,NA,11,Elon,ELON,NA,2,NA,9,2017-04-25,2017,ACC,CAA
Alabama A&M,AAMU,NA,1,Samford,SAMF,NA,31,NA,9,2017-04-25,2017,SWAC,SoCon
Fla. Atlantic,FAU,NA,13,FGCU,FGCU,NA,1,NA,9,2017-04-25,2017,C-USA,ASUN
Maine,UME,NA,8,NA,NA,NA,1,NA,9,2017-04-25,2017,America East,NA
Texas A&M,TAMU,NA,5,A&M-Corpus Christi,AMCC,NA,2,NA,9,2017-04-25,2017,SEC,Southland
Lipscomb,LIP,NA,7,Belmont,BEL,NA,9,NA,9,2017-04-25,2017,ASUN,OVC
UIC,UIC,NA,7,Chicago St.,CSU,NA,0,NA,9,2017-04-25,2017,Horizon,WAC
UNLV,UNLV,NA,5,Portland,POR,NA,1,NA,9,2017-04-25,2017,MWC,WCC
Clemson,CLEM,NA,7,Col. of Charleston,COC,NA,2,NA,9,2017-04-25,2017,ACC,CAA
Tennessee Tech,TNTC,NA,7,Middle Tenn.,MTU,NA,18,NA,9,2017-04-25,2017,OVC,C-USA
Washington St.,WSU,NA,3,Gonzaga,GU,NA,7,NA,9,2017-04-25,2017,Pac-12,WCC
Auburn,AUB,NA,2,Troy,TROY,NA,5,NA,9,2017-04-25,2017,SEC,Sun Belt
Miami (OH),MU,NA,8,Morehead St.,MRST,NA,0,NA,9,2017-04-25,2017,MAC,OVC
UC Santa Barbara,UCSB,NA,6,CSU Bakersfield,CSUB,NA,4,NA,9,2017-04-25,2017,Big West,WAC
Purdue,PUR,NA,18,Purdue Fort Wayne,PUFW,NA,0,NA,9,2017-04-25,2017,Big Ten,Summit League
South Alabama,SAU,NA,7,Southern Miss.,USM,NA,13,NA,9,2017-04-25,2017,Sun Belt,C-USA
San Diego,USD,NA,7,UC Irvine,UCI,NA,8,NA,9,2017-04-25,2017,WCC,Big West
Furman,FURM,NA,12,UNC Asheville,UNCA,NA,1,NA,9,2017-04-25,2017,SoCon,Big South
Appalachian St.,APST,NA,8,ETSU,ETSU,NA,7,NA,9,2017-04-25,2017,Sun Belt,SoCon
Kent St.,KENT,NA,3,Bowling Green,BG,NA,0,NA,9,2017-04-25,2017,MAC,MAC
Notre Dame,ND,NA,10,Valparaiso,VAL,NA,3,NA,9,2017-04-25,2017,ACC,Horizon
Seattle U,SEA,NA,4,Washington,UW,NA,7,NA,9,2017-04-25,2017,WAC,Pac-12
Missouri St.,MOST,NA,5,Missouri,MIZ,NA,1,NA,9,2017-04-25,2017,MVC,SEC
Abilene Christian,ACU,NA,7,DBU,DBU,NA,11,NA,9,2017-04-25,2017,Southland,MVC
Mercer,MER,NA,7,Ga. Southern,GASO,NA,15,NA,9,2017-04-25,2017,SoCon,Sun Belt
Arizona,ARIZ,NA,11,New Mexico St.,NMST,NA,2,NA,9,2017-04-25,2017,Pac-12,WAC
Canisius,CAN,NA,2,Youngstown St.,YSU,NA,4,NA,9,2017-04-25,2017,MAAC,Horizon
Eastern Ky.,EKU,NA,4,Louisville,UL,NA,14,NA,9,2017-04-25,2017,OVC,ACC
Indiana,IU,NA,4,Ball St.,BSU,NA,3,"@Indianapolis, Ind.",10,2017-04-25,2017,Big Ten,MAC
Arkansas,ARK,NA,6,Kansas St.,KSU,NA,5,"@Kansas City, Mo.",10,2017-04-25,2017,SEC,Big 12
Wofford,WOF,NA,2,Charleston So.,CHSO,NA,5,"@Lexington, SC",9,2017-04-25,2017,SoCon,Big South
Central Ark.,UCA,NA,6,Little Rock,LR,NA,11,"@No. Little Rock, AR",9,2017-04-25,2017,Southland,Sun Belt
Murray St.,MUR,NA,8,Evansville,EVAN,NA,1,"@Paducah, Ky.",9,2017-04-25,2017,OVC,MVC
Texas,UT,NA,1,Louisiana,ULL,NA,8,"@Suger Land, Texas",9,2017-04-25,2017,Big 12,Sun Belt
Prairie View,PV,NA,4,Incarnate Word,ICW,NA,17,NA,9,2017-04-25,2017,SWAC,Southland
FIU,FIU,NA,7,Miami (FL),MIAM,NA,8,NA,9,2017-04-25,2017,C-USA,ACC
Ole Miss,MISS,NA,2,Mississippi St.,MSST,NA,4,"@Pearl, Miss.",9,2017-04-25,2017,SEC,SEC
Northwestern St.,NWST,NA,11,Mississippi Val.,MVSU,NA,1,NA,9,2017-04-25,2017,Southland,SWAC
Campbell,CAMP,NA,12,UNCW,UNCW,NA,5,NA,9,2017-04-25,2017,Big South,CAA
Grambling,GSU,NA,15,NA,NA,NA,4,NA,7,2017-04-25,2017,SWAC,NA
Grambling,GSU,NA,17,NA,NA,NA,0,NA,7,2017-04-25,2017,SWAC,NA
Army West Point,ARMY,NA,4,Marist,MAR,NA,1,"@Fishkill, N.Y.",9,2017-04-26,2017,Patriot,MAAC
Hofstra,HOF,NA,3,Manhattan,MAN,NA,6,NA,9,2017-04-26,2017,CAA,MAAC
Penn,PENN,NA,1,Villanova,VU,NA,3,NA,9,2017-04-26,2017,Ivy League,Big East
Incarnate Word,ICW,NA,4,UTRGV,UTRG,NA,6,NA,9,2017-04-26,2017,Southland,WAC
Tennessee,TENN,NA,8,ETSU,ETSU,NA,1,"@Kodak, Tenn.",9,2017-04-26,2017,SEC,SoCon
Niagara,NU,NA,0,Canisius,CAN,NA,8,"@Niagara Falls, N.Y.",9,2017-04-26,2017,MAAC,MAAC
Oakland,OAK,NA,4,Central Mich.,CMU,NA,8,"@Utica, Mich.",9,2017-04-26,2017,Horizon,MAC
St. Bonaventure,SBU,NA,1,NA,NA,NA,0,NA,9,2017-04-26,2017,Atlantic 10,NA
UT Martin,UTM,NA,12,Alabama A&M,AAMU,NA,2,NA,7,2017-04-26,2017,OVC,SWAC
Air Force,AFA,NA,9,NA,NA,NA,8,NA,9,2017-04-26,2017,MWC,NA
Samford,SAMF,NA,14,Alabama St.,ALST,NA,4,NA,7,2017-04-26,2017,SoCon,SWAC
NA,NA,NA,0,Abilene Christian,ACU,NA,7,"@Emporia, Kan.",9,2017-04-26,2017,NA,Southland
N.C. Central,NCCU,NA,8,Norfolk St.,NORF,NA,4,NA,9,2017-04-26,2017,MEAC,MEAC
Northwestern St.,NWST,NA,14,Mississippi Val.,MVSU,NA,0,NA,7,2017-04-26,2017,Southland,SWAC
Grand Canyon,GCU,NA,3,Kansas,KU,NA,7,NA,9,2017-04-26,2017,WAC,Big 12
Davidson,DAV,NA,6,Wake Forest,WF,NA,12,NA,9,2017-04-26,2017,Atlantic 10,ACC
Miami (FL),MIAM,NA,4,FIU,FIU,NA,5,NA,9,2017-04-26,2017,ACC,C-USA
Rider,RID,NA,5,Saint Joseph's,SJU,NA,13,NA,9,2017-04-26,2017,MAAC,Atlantic 10
